,cust_id,count_accts,cm_age,flag_top_ed_spender,flag_cust_fee_paid_6m,pre6m_cust_spend,pre6m_cust_roc_cnt,pre6m_cust_non_disc_amt,pre6m_cust_non_disc_cnt,pre6m_cust_disc_amt,pre6m_cust_disc_cnt,pre6m_cust_outbound_amt,pre6m_cust_online_amt,pre6m_cust_online_cnt,pre6m_cust_travel_amt,pre6m_cust_travel_cnt,pre6m_cust_retail_amt,pre6m_cust_retail_cnt,pre6m_cust_myca_active,pre6m_cust_mob_logins,pre6m_total_mc_trs,acq_sub_chn,acq_type_grp,fee_type_grp,Cust_tenure,pre6m_spend_active_ind,highly_utilized_ind,min_pay_ind,paid_in_full_ind,sum_total_line_amt,direct_debit_ind,referrals,spillover,self_accts,Customer Low Quality indicator,cdss_most_rcnt_prob,cust_max_credit_12m_amt,cust_max_remit_12m_amt,cbr_3_score,cnsumr_chrg_actv_cust_cnt,cnsumr_chrg_avg_credit_12m_amt,cnsumr_lend_actv_cust_cnt,cnsumr_lend_tot_util_ratio,sow_revol_avg_paydown_pct,sow_tot_annual_ext_pmt_amt,sow_tot_revol_bal_amt,sow_tot_revol_cnt,sow_tot_trans_bal_amt,sow_tot_trans_cnt
1557,571543,1,39,1.0,0,5939,642,1474,160,4466,482,1730,3936,408,1633,104,3427,416,9,37,30.0,MGM,external,no_fee,33.0,1.0,0.0,0.0,1.0,32333,0.0,0.0,0.0,0.0,0.0,0.0,1593,1513,1350.0,0.0,,1.0,0.068495,0.0,,,0.0,,0.0
1558,571544,2,35,1.0,0,4227,794,1145,428,3083,366,627.0,2261,292,1598,110,1466,446,13,47,9,MGM,external,no_fee,18.0,1.0,0.0,0.0,1.0,100000,1.0,0.0,0.0,0.0,0.0,0.0,811.0,811.0,1346.0,0.0,,2.0,0.044918,0.0,,,0.0,,0.0
1559,571545,1,35,0.0,0,3097,774,422.0,162,2675,612,674.0,1413,232,1270,316,914.0,246,7,10,37.0,MGM,external,reduced_fee,12.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.001,652.0,652.0,1114.0,1.0,336.0,0.0,0.0,0.0,,,0.0,,0.0
1560,571546,1,48,0.0,0,16387,496,87.0,30,16301,466,7067,11755,740,2800,36,8835,322,8,32,329.0,In House,external,full_fee,10.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.004,2905,2757,1156.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0
1561,571547,1,36,1.0,0,3327,440,722.0,124,2604,316,148.0,1897,100,1790,162,706.0,152,6,14,19,Paid Search,external,no_fee,3.0,1.0,0.0,0.0,0.0,15000,0.0,0.0,0.0,0.0,0.0,0.001,1419,1367,1133.0,0.0,,1.0,0.253741,0.0,,,0.0,,0.0
1562,571548,1,35,0.0,0,6962,902,2225,252,4737,650,1707,2821,180,1626,182,1676,276,5,7,49.0,Unreferred,spillover,no_fee,8.0,1.0,0.0,0.0,1.0,60000,1.0,0.0,0.0,0.0,0.0,0.0,2328,2328,1178.0,0.0,414.0,1.0,0.08649,0.0,,,0.0,,0.0
1563,571549,5,44,1.0,0,2868,336,646.0,142,2222,194,417.0,597.0,120,1251,18,1006,222,8,8,202,Unreferred,others,no_fee,13.0,1.0,0.0,0.0,1.0,143400,1.0,4.0,4.0,3.0,1.0,0.0,2028,1555,1376.0,1.0,202.0,4.0,-0.00042,0.0343,3448,377.0,2.0,,3.0
1564,571550,1,35,1.0,0,94.0,38,63.0,20,31.0,18,,14.0,12,12.0,10,23.0,18,3,3,6,MGM,external,no_fee,1.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.068,,,807.0,0.0,,1.0,0.007083,0.0,,,0.0,,0.0
1565,571551,1,49,1.0,1,4294,606,1630,258,2664,348,442.0,1312,480,8.0,10,3199,412,7,19,98,MGM,spillover,full_fee,10.0,1.0,0.0,0.0,1.0,63333,1.0,0.0,0.0,0.0,0.0,0.0,1132,1129,1376.0,0.0,,1.0,0.0036630000000000005,0.0,,,0.0,,0.0
1566,571552,2,52,0.0,1,11388,844,7028,284,4361,560,1171,2754,236,2595,242,8172,348,13,35,112.0,Partner,external,full_fee,21.0,1.0,0.0,0.0,0.0,40000,1.0,3.0,1.0,0.0,0.0,0.0,4085,4085,1144.0,1.0,1190,1.0,0.0,0.0,,,0.0,,0.0
1567,571553,1,34,0.0,0,738.0,156,125.0,28,613.0,128,145.0,213.0,72,71.0,50,425.0,62,0,0,5,Media,external,no_fee,2.0,1.0,0.0,0.0,0.0,1333,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,11.0,,804.0,0.0,,1.0,0.6097100000000001,0.0,,,0.0,,0.0
1568,571554,1,59,0.0,0,365.0,14,49.0,4,316.0,10,240.0,97.0,8,200.0,6,21.0,2,0,0,9.0,Media,external,reduced_fee,1.0,0.0,0.0,0.0,0.0,1667,0.0,0.0,0.0,0.0,0.0,0.032,,,1148.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
1569,571555,1,35,0.0,0,349.0,40,82.0,14,268.0,26,8.0,128.0,12,65.0,4,229.0,22,4,4,3.0,MGM,external,no_fee,1.0,0.0,0.0,0.0,0.0,5333,0.0,0.0,0.0,0.0,0.0,0.001,,,1002.0,0.0,,1.0,0.006959999999999999,0.0,,,0.0,,0.0
1570,571556,1,29,1.0,0,1547,356,513.0,286,1034,70,22.0,846.0,116,,0,516.0,262,6,8,9.0,Affiliates,external,no_fee,21.0,1.0,0.0,0.0,1.0,52000,1.0,0.0,0.0,0.0,0.0,0.0,1111,1111,1296.0,0.0,,1.0,0.027924,0.0,,,0.0,,0.0
1571,571557,1,52,0.0,0,277.0,86,70.0,22,207.0,64,,24.0,8,68.0,26,68.0,20,6,9,24,MGM,external,no_fee,3.0,1.0,0.0,0.0,1.0,15000,1.0,1.0,0.0,0.0,0.0,0.004,61.0,61.0,964.0,0.0,,1.0,0.032161,0.0,,,0.0,,0.0
1572,571558,1,27,0.0,0,1134,82,65.0,14,1069,68,99.0,983.0,100,532.0,2,180.0,26,4,4,32,MGM,external,no_fee,3.0,1.0,0.0,0.0,0.0,10000,1.0,0.0,0.0,0.0,0.0,0.0,605.0,604.0,1274.0,0.0,,1.0,0.01545,0.0,,,0.0,,0.0
1573,571559,1,68,0.0,0,16839,50,11809,10,5031,40,2911,530.0,20,1702,20,14820,26,9,14,241.0,Partner,external,no_fee,8.0,1.0,0.0,0.0,1.0,45333,0.0,0.0,0.0,0.0,0.0,0.0,2819,2819,1281.0,0.0,,1.0,0.11171199999999999,0.0,1183,,0.0,37.0,2.0
1574,571560,1,38,1.0,0,1471,84,238.0,36,1233,48,321.0,952.0,64,760.0,6,473.0,56,4,4,18,Unreferred,external,no_fee,3.0,1.0,0.0,0.0,1.0,20000,1.0,0.0,0.0,0.0,0.0,0.0,553.0,553.0,1357.0,0.0,,1.0,0.095934,0.0,,,0.0,,0.0
1575,571561,2,38,1.0,0,2048,434,1245,254,804.0,180,16.0,596.0,212,31.0,6,1276,266,5,5,99,Affiliates,spillover,no_fee,9.0,1.0,0.0,0.0,0.0,96800,0.0,1.0,0.0,0.0,0.0,0.001,778.0,736.0,1239.0,0.0,,2.0,0.0,0.0272,3474,2781,3.0,6.0,2.0
1576,571562,1,37,0.0,0,5859,32,,0,5859,32,135.0,5821,52,,0,5859,32,4,4,15.0,MGM,external,no_fee,48.0,1.0,0.0,0.0,0.0,26800,0.0,0.0,0.0,0.0,0.0,0.0,2894,2894,1350.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
1577,571563,1,33,0.0,0,1131,114,39.0,10,1092,104,82.0,895.0,116,39.0,4,934.0,96,7,18,65,Direct,spillover,full_fee,11.0,1.0,0.0,0.0,0.0,28000,0.0,5.0,1.0,0.0,0.0,0.001,1889,923.0,1232.0,0.0,103.0,1.0,0.0,0.0,4732,,0.0,23.0,2.0
1578,571564,1,38,0.0,0,3618,686,1405,176,2212,510,72.0,1841,108,712.0,192,837.0,204,4,6,11.0,Direct,external,full_fee,9.0,1.0,0.0,0.0,1.0,24000,1.0,1.0,1.0,0.0,0.0,0.0,876.0,876.0,1247.0,0.0,,1.0,0.14951099999999998,0.0,2568,,0.0,275.0,2.0
1579,571565,1,34,0.0,1,5979,382,1486,150,4493,232,100.0,2997,240,2340,20,2080,212,8,22,156,MGM,external,full_fee,5.0,1.0,0.0,0.0,1.0,28333,1.0,0.0,0.0,0.0,0.0,0.0,2105,1935,1353.0,0.0,,1.0,0.273177,0.0,3114,,0.0,279.0,3.0
1580,571566,1,29,1.0,0,274.0,40,93.0,16,181.0,24,106.0,137.0,20,114.0,8,86.0,18,4,5,3.0,Affiliates,external,reduced_fee,1.0,0.0,0.0,0.0,0.0,3333,0.0,0.0,0.0,0.0,0.0,0.0,,,1216.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
1581,571567,2,41,0.0,1,6700,1000,1502,234,5199,766,1137,3540,636,1353,346,2397,346,13,21,68.0,Unreferred,spillover,full_fee,80.0,1.0,0.0,0.0,1.0,113000,0.0,1.0,1.0,0.0,0.0,0.0,3258,3233,1258.0,0.0,1.0,2.0,0.099186,0.0,6425,,0.0,480.0,2.0
1582,571568,1,39,1.0,1,6262,542,1883,162,4379,380,854.0,2669,596,820.0,132,4302,320,5,6,12.0,MGM,external,full_fee,27.0,1.0,0.0,0.0,1.0,44000,0.0,0.0,0.0,0.0,0.0,0.0,1036,1036,1312.0,0.0,,1.0,0.057663,0.0945,2298,134.0,2.0,,0.0
1583,571569,1,57,1.0,0,7900,1116,3544,464,4357,652,219.0,986.0,240,1286,66,4124,496,0,0,44.0,Unreferred,external,no_fee,17.0,1.0,0.0,0.0,1.0,62667,1.0,0.0,0.0,0.0,0.0,0.0,2826,2826,1376.0,0.0,,1.0,0.043529000000000005,0.0,2595,,0.0,137.0,2.0
1584,571570,1,36,1.0,0,2890,790,351.0,254,2540,536,200.0,1399,396,926.0,170,552.0,286,5,6,27.0,Affiliates,external,no_fee,16.0,1.0,0.0,0.0,1.0,14667,1.0,0.0,0.0,0.0,0.0,0.0,654.0,582.0,1159.0,0.0,,1.0,0.138524,0.0,,,0.0,,0.0
1585,571571,1,36,0.0,0,1565,210,1060,142,506.0,68,74.0,,0,4.0,4,240.0,52,0,0,198.0,Affiliates,external,no_fee,16.0,1.0,1.0,0.0,0.0,23600,1.0,0.0,0.0,0.0,0.0,0.055,2342,2342,1049.0,0.0,,1.0,0.40808099999999997,0.0,,,0.0,,0.0
1586,571572,1,66,0.0,0,6838,146,2225,40,4613,106,2596,2350,152,1413,12,5385,132,3,3,107.0,Affiliates,external,no_fee,10.0,1.0,0.0,0.0,0.0,42000,0.0,1.0,0.0,0.0,0.0,0.0,3074,2679,1175.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
1587,571573,1,27,1.0,0,882.0,122,426.0,72,456.0,50,13.0,439.0,84,,0,572.0,80,4,4,2.0,Paid Search,external,no_fee,7.0,1.0,1.0,0.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.18,318.0,318.0,845.0,0.0,,1.0,0.99964,0.0,,,0.0,,0.0
1588,571574,1,36,1.0,0,2058,348,105.0,40,1953,308,665.0,893.0,88,1515,158,259.0,62,4,4,12,Direct,external,reduced_fee,4.0,1.0,0.0,0.0,1.0,6000,1.0,0.0,0.0,0.0,0.0,0.001,398.0,394.0,951.0,0.0,,1.0,0.451196,0.0,,,0.0,,0.0
1589,571575,1,39,0.0,0,1070,138,94.0,38,975.0,100,164.0,199.0,12,151.0,46,548.0,44,4,4,22,Unreferred,external,no_fee,3.0,1.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,0.016,240.0,240.0,947.0,0.0,,1.0,0.27837,0.0,,,0.0,,0.0
1590,571576,1,52,1.0,0,11144,746,3548,262,7597,484,2129,5035,460,2741,56,5151,370,5,6,42.0,Unreferred,spillover,full_fee,142.0,1.0,0.0,0.0,1.0,84400,1.0,0.0,0.0,0.0,0.0,0.0,2629,2603,1247.0,0.0,,1.0,0.14590899999999998,0.0,168.0,,0.0,,2.0
1591,571577,1,34,0.0,0,2461,188,663.0,68,1798,120,112.0,728.0,132,846.0,46,1114,100,3,3,29,Paid Search,external,reduced_fee,,,,,,,,,,,,,,,,,,,,,,,,,
1592,571578,1,52,0.0,0,1333,46,609.0,38,723.0,8,504.0,701.0,8,701.0,4,32.0,12,3,3,25.0,Paid Search,external,no_fee,13.0,1.0,0.0,0.0,0.0,8000,0.0,1.0,0.0,0.0,0.0,0.008,300.0,300.0,1319.0,0.0,,1.0,0.23138499999999998,0.0335,79.0,1167,2.0,,0.0
1593,571579,1,38,0.0,0,1188,280,282.0,72,907.0,208,544.0,788.0,272,328.0,100,745.0,162,4,4,47,Unreferred,external,no_fee,4.0,1.0,0.0,0.0,0.0,13333,1.0,1.0,0.0,0.0,0.0,0.0,322.0,322.0,1255.0,0.0,,1.0,0.043482,0.0,,,0.0,,0.0
1594,571580,1,42,1.0,0,1308,88,216.0,36,1092,52,176.0,795.0,24,773.0,4,373.0,40,5,12,32,MGM,external,no_fee,2.0,1.0,1.0,0.0,0.0,1333,0.0,0.0,0.0,0.0,0.0,0.001,913.0,913.0,883.0,0.0,,1.0,0.13554000000000002,0.0,,,0.0,,0.0
1595,571581,1,37,1.0,0,948.0,104,280.0,38,668.0,66,192.0,447.0,32,149.0,14,351.0,44,4,9,27,MGM,external,no_fee,1.0,0.0,0.0,0.0,0.0,6667,0.0,0.0,0.0,0.0,0.0,0.001,,,1109.0,0.0,,1.0,0.015759,0.0,,,0.0,,0.0
1596,571582,1,30,0.0,0,702.0,80,112.0,24,590.0,56,57.0,399.0,44,339.0,16,183.0,32,4,4,229.0,Unreferred,external,no_fee,31.0,1.0,1.0,0.0,0.0,24000,0.0,2.0,0.0,0.0,0.0,0.02,207.0,187.0,1205.0,0.0,,1.0,0.958333,0.0,,,0.0,,0.0
1597,571583,1,38,,0,,0,,0,,0,,,0,,0,,0,3,3,0,Paid Search,external,reduced_fee,1.0,0.0,0.0,0.0,0.0,6667,0.0,0.0,0.0,0.0,0.0,0.004,,,1167.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
1598,571584,1,43,1.0,1,8825,632,5567,34,3259,598,485.0,1195,188,890.0,192,83.0,84,4,4,65.0,Interactive,external,full_fee,75.0,1.0,0.0,0.0,1.0,100800,1.0,0.0,0.0,0.0,0.0,0.0,8107,8107,1346.0,0.0,,1.0,0.240459,0.0,1495,,0.0,101.0,2.0
1599,571585,1,48,0.0,0,3520,172,,0,3520,172,214.0,3018,304,1150,50,626.0,4,6,7,337.0,MGM,external,no_fee,56.0,1.0,1.0,0.0,0.0,37600,0.0,0.0,0.0,0.0,0.0,0.024,773.0,625.0,1083.0,0.0,,1.0,0.86445,0.0,,,0.0,,0.0
1600,571586,1,46,0.0,0,717.0,118,348.0,64,369.0,54,41.0,174.0,40,78.0,20,449.0,76,0,0,0.0,Search,external,reduced_fee,2.0,1.0,0.0,0.0,0.0,20000,1.0,0.0,0.0,0.0,0.0,0.0,,,1230.0,0.0,,1.0,0.064981,0.0,,,0.0,,0.0
1601,571587,1,33,1.0,0,8339,598,951.0,200,7388,398,1067,3632,272,4880,144,1322,214,4,6,15.0,Direct,external,reduced_fee,4.0,1.0,1.0,0.0,0.0,13333,0.0,3.0,0.0,0.0,0.0,0.0,2731,2708,957.0,0.0,,1.0,0.46485,0.0,,,0.0,,0.0
1602,571588,1,37,0.0,0,6809,700,401.0,74,6409,626,878.0,3325,536,2869,324,1842,126,0,0,87.0,MGM,external,reduced_fee,24.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1799,1779,1300.0,1.0,645.0,0.0,0.0,0.0,1748,,0.0,247.0,2.0
1603,571589,1,35,1.0,0,1889,536,449.0,178,1440,358,203.0,729.0,116,704.0,146,698.0,230,4,5,0.0,MGM,external,no_fee,13.0,1.0,0.0,0.0,0.0,20000,0.0,0.0,0.0,0.0,0.0,0.0,416.0,414.0,1144.0,0.0,,1.0,0.078512,0.0,,,0.0,,0.0
1604,571590,1,39,1.0,0,3803,612,2618,384,1186,228,202.0,1851,388,21.0,14,2839,464,0,0,26.0,Direct,external,reduced_fee,10.0,1.0,0.0,0.0,1.0,32000,0.0,0.0,0.0,0.0,0.0,0.0,700.0,682.0,1338.0,0.0,,1.0,0.139046,0.3621,1182,1074,2.0,,2.0
1605,571591,1,43,0.0,0,2226,30,266.0,4,1961,26,268.0,1061,40,1296,6,916.0,22,0,0,8.0,Partner,external,no_fee,9.0,1.0,0.0,0.0,0.0,32000,0.0,0.0,0.0,0.0,0.0,0.0,2296,2296,1350.0,0.0,,1.0,-0.002937,0.0,2087,,0.0,,0.0
1606,571592,1,36,1.0,0,3257,674,1001,478,2257,196,383.0,773.0,152,1250,40,1256,506,0,0,103.0,MGM,external,no_fee,8.0,1.0,0.0,0.0,1.0,30667,0.0,0.0,0.0,0.0,0.0,0.032,457.0,238.0,973.0,0.0,,1.0,0.6039979999999999,0.0,,,0.0,,0.0
1607,571593,2,38,1.0,0,2551,414,1172,204,1379,210,148.0,745.0,208,442.0,34,1366,278,11,19,23.0,Unreferred,external,no_fee,58.0,1.0,0.0,0.0,1.0,34400,0.0,0.0,0.0,0.0,0.0,0.0,585.0,585.0,1270.0,0.0,148.0,2.0,0.126949,0.0,,,0.0,,0.0
1608,571594,2,33,1.0,0,3776,836,1353,346,2424,490,297.0,1358,352,252.0,64,1715,422,0,0,15.0,MGM,external,no_fee,29.0,1.0,0.0,0.0,1.0,71733,0.0,0.0,0.0,0.0,0.0,0.0,882.0,723.0,1042.0,0.0,,2.0,0.058333,0.0,,,0.0,,0.0
1609,571595,3,32,1.0,0,4356,1102,894.0,588,3462,514,317.0,2170,288,1426,100,1019,464,21,240,29.0,Email,others,no_fee,21.0,1.0,0.0,0.0,1.0,34000,1.0,1.0,0.0,0.0,0.0,0.001,3249,3240,1274.0,1.0,492.0,2.0,0.315515,0.0,,,0.0,,0.0
1610,571596,1,37,1.0,0,1843,314,217.0,94,1627,220,2.0,953.0,88,179.0,48,507.0,138,5,11,32,Unreferred,external,no_fee,6.0,1.0,0.0,0.0,1.0,39333,1.0,0.0,0.0,0.0,0.0,0.0,494.0,494.0,959.0,0.0,,1.0,-0.000789,0.0,,,0.0,,0.0
1611,571597,1,33,1.0,0,,0,,0,,0,,,0,,0,,0,3,3,0,MGM,external,no_fee,,,,,,,,,,,,,,,,,,,,,,,,,
1612,571598,1,42,1.0,0,5581,620,1292,236,4290,384,693.0,3234,336,1604,56,2618,304,7,10,1.0,MGM,spillover,no_fee,12.0,1.0,1.0,0.0,1.0,14000,1.0,0.0,0.0,0.0,0.0,0.003,2961,1670,1190.0,0.0,,1.0,0.950642,0.0162,1528,6976,3.0,91.0,2.0
1613,571599,1,37,0.0,1,1766,468,338.0,154,1429,314,172.0,571.0,128,469.0,134,550.0,192,0,0,23.0,Affiliates,spillover,full_fee,15.0,1.0,0.0,0.0,1.0,38800,1.0,0.0,0.0,0.0,0.0,0.0,693.0,693.0,1323.0,0.0,0.0,1.0,0.066092,0.0,6770,,0.0,448,2.0
1614,571600,1,33,1.0,0,6819,778,1468,226,5351,552,483.0,1377,292,3615,318,1959,286,9,42,53.0,MGM,external,reduced_fee,7.0,1.0,1.0,0.0,0.0,12000,1.0,0.0,0.0,0.0,0.0,0.057999999999999996,2046,2015,1007.0,0.0,,1.0,0.12328800000000001,0.0,,,0.0,,0.0
1615,571601,1,60,1.0,0,2552,130,634.0,96,1918,34,81.0,1708,8,1633,2,683.0,100,3,3,25,In House,others,full_fee,2.0,1.0,0.0,0.0,0.0,6133,0.0,0.0,0.0,0.0,0.0,0.005,1551,1541,961.0,0.0,,1.0,0.204456,0.0,,,0.0,,0.0
1616,571602,1,29,0.0,0,1982,424,455.0,76,1527,348,187.0,151.0,24,115.0,44,847.0,94,0,0,24.0,MGM,external,reduced_fee,10.0,1.0,0.0,0.0,0.0,6000,1.0,0.0,0.0,0.0,0.0,0.0,734.0,734.0,1064.0,0.0,,1.0,0.0012,0.0,,,0.0,,0.0
1617,571603,2,31,1.0,0,5459,948,1309,418,4151,530,1761,1601,300,2279,140,1549,502,9,9,82.0,Affiliates,external,no_fee,30.0,1.0,0.0,0.0,1.0,84800,0.0,0.0,0.0,0.0,0.0,0.0,1986,1135,1327.0,0.0,194.0,2.0,0.06896000000000001,0.0,632.0,,0.0,170.0,3.0
1618,571604,1,39,0.0,0,1948,98,875.0,42,1073,56,116.0,471.0,32,319.0,18,1387,64,6,7,1.0,MGM,external,no_fee,12.0,1.0,0.0,0.0,1.0,28000,0.0,1.0,0.0,0.0,0.0,0.0,1036,1036,1327.0,0.0,,1.0,0.038726,0.0,,,0.0,,0.0
1619,571605,1,33,0.0,0,2786,586,831.0,154,1955,432,71.0,1175,576,266.0,30,1190,206,0,0,38,MGM,external,reduced_fee,6.0,1.0,0.0,0.0,1.0,32000,1.0,0.0,0.0,0.0,0.0,0.0,668.0,554.0,1327.0,0.0,,1.0,0.097623,0.0,5152,,0.0,125.0,2.0
1620,571606,2,27,0.0,0,1800,78,149.0,16,1651,62,88.0,939.0,108,132.0,32,142.0,24,15,57,21.0,Affiliates,spillover,full_fee,17.0,1.0,0.0,0.0,1.0,54800,0.0,0.0,0.0,0.0,0.0,0.0,674.0,674.0,1232.0,0.0,,2.0,0.006816,0.0,,,0.0,,0.0
1621,571607,1,39,0.0,0,249.0,66,154.0,36,94.0,30,,,0,8.0,6,41.0,12,5,6,161.0,MGM,external,reduced_fee,10.0,1.0,1.0,0.0,0.0,20067,0.0,0.0,0.0,0.0,0.0,0.141,1410,1410,1042.0,0.0,,1.0,0.861872,0.032,1399,3362,4.0,,0.0
1622,571608,1,31,1.0,0,,0,,0,,0,,,0,,0,,0,0,0,0,Paid Search,external,no_fee,1.0,0.0,0.0,0.0,0.0,3333,0.0,0.0,0.0,0.0,0.0,0.005,,,1017.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
1623,571609,1,54,0.0,0,137.0,8,6.0,2,132.0,6,3.0,137.0,16,,0,9.0,4,8,38,11,In House,others,no_fee,15.0,1.0,0.0,0.0,1.0,50067,0.0,1.0,1.0,0.0,0.0,0.001,2359,2359,1331.0,0.0,185.0,1.0,-0.00058,0.0,9092,,0.0,,0.0
1624,571610,1,40,0.0,0,7422,210,3255,98,4167,112,610.0,4148,92,973.0,22,5656,96,0,0,72.0,MGM,external,reduced_fee,23.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,3697,3603,1114.0,1.0,601.0,0.0,0.0,0.0,5827,,0.0,643.0,2.0
1625,571611,1,32,0.0,0,3010,346,1291,188,1719,158,116.0,986.0,136,512.0,30,1723,230,5,6,60.0,MGM,external,no_fee,15.0,1.0,1.0,0.0,0.0,13333,0.0,3.0,0.0,0.0,0.0,0.008,453.0,438.0,955.0,0.0,,1.0,0.481054,0.0,,,0.0,,0.0
1626,571612,2,60,1.0,0,7018,402,2634,136,4385,266,2229,2688,360,1885,68,3951,246,15,63,59.0,MGM,spillover,full_fee,14.0,1.0,0.0,0.0,1.0,30000,1.0,0.0,0.0,0.0,0.0,0.001,2189,2150,1376.0,0.0,,1.0,0.182598,0.073,931.0,28.0,2.0,,2.0
1627,571613,1,40,1.0,0,5407,1018,1291,172,4116,846,1036,2141,624,1252,446,2416,250,5,6,59.0,Paid Search,external,reduced_fee,10.0,1.0,0.0,0.0,1.0,32000,1.0,1.0,0.0,0.0,0.0,0.0,1221,1221,966.0,0.0,,1.0,0.12426199999999998,0.0,,,0.0,,0.0
1628,571614,1,33,0.0,0,2083,96,127.0,4,1956,92,678.0,1673,116,748.0,32,597.0,20,8,33,40,,,no_fee,7.0,1.0,0.0,0.0,1.0,6000,1.0,1.0,0.0,0.0,0.0,0.001,446.0,414.0,1011.0,0.0,,1.0,0.884233,0.0,,,0.0,,0.0
1629,571615,1,35,1.0,0,899.0,42,83.0,20,816.0,22,361.0,765.0,20,,0,483.0,36,7,9,26,MGM,external,no_fee,4.0,1.0,0.0,0.0,1.0,16000,0.0,0.0,0.0,0.0,0.0,0.001,271.0,271.0,1281.0,0.0,,1.0,0.0,0.0,552.0,,0.0,,2.0
1630,571616,1,42,1.0,1,7335,1896,1744,470,5591,1426,1748,1490,564,1250,582,3042,608,7,30,59,Paid Search,external,full_fee,5.0,1.0,1.0,0.0,0.0,5667,1.0,0.0,0.0,0.0,0.0,0.001,1286,1286,954.0,0.0,,1.0,1.141792,0.0,,,0.0,,0.0
1631,571617,1,32,1.0,0,1144,336,162.0,88,982.0,248,39.0,194.0,32,306.0,84,338.0,96,3,3,5,MGM,external,reduced_fee,3.0,1.0,0.0,0.0,1.0,10000,0.0,1.0,0.0,0.0,0.0,0.0,150.0,150.0,1000.0,0.0,,1.0,0.00186,0.0,,,0.0,,0.0
1632,571618,1,59,1.0,0,753.0,60,73.0,46,679.0,14,20.0,660.0,24,418.0,4,335.0,56,3,3,60,Partner,external,no_fee,3.0,1.0,0.0,0.0,0.0,10000,0.0,0.0,0.0,0.0,0.0,0.001,535.0,525.0,1074.0,0.0,,1.0,0.012381999999999999,0.0,,,0.0,,0.0
1633,571619,1,60,0.0,0,65.0,2,,0,65.0,2,,65.0,4,65.0,2,,0,0,0,1.0,MGM,external,no_fee,1.0,0.0,0.0,0.0,0.0,1933,0.0,0.0,0.0,0.0,0.0,0.004,,,0.0,0.0,,1.0,0.041379,0.0,,,0.0,,0.0
1634,571620,1,43,1.0,1,3888,678,1506,374,2382,304,106.0,1208,188,1110,128,1383,412,4,7,26.0,Interactive,external,full_fee,29.0,1.0,0.0,0.0,1.0,44800,0.0,0.0,0.0,0.0,0.0,0.0,740.0,715.0,1372.0,0.0,,1.0,0.079588,0.0,2170,,0.0,42.0,2.0
1635,571621,1,48,,0,,0,,0,,0,,,0,,0,,0,0,0,1,MGM,external,no_fee,16.0,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.0,0.0,0.0,0.0,,,1369.0,0.0,,1.0,0.0,0.0,4339,,0.0,329.0,2.0
1636,571622,1,41,1.0,0,2880,566,1500,224,1381,342,419.0,1031,276,,0,1782,290,7,17,22,MGM,spillover,reduced_fee,5.0,1.0,0.0,0.0,1.0,16333,0.0,1.0,1.0,0.0,0.0,0.0,713.0,713.0,1372.0,0.0,,1.0,0.10934400000000001,0.0,,,0.0,,0.0
1637,571623,1,41,1.0,0,8484,1006,871.0,184,7613,822,2193,3909,528,2191,298,2994,298,6,9,49.0,Partner,external,no_fee,76.0,1.0,0.0,0.0,1.0,62400,1.0,1.0,0.0,0.0,0.0,0.0,1797,1688,1285.0,0.0,106.0,1.0,0.090214,0.0,6601,,0.0,1020,2.0
1638,571624,1,65,0.0,1,12952,108,,0,12953,108,15.0,2154,40,511.0,12,3164,26,8,14,729.0,Unreferred,external,full_fee,43.0,1.0,0.0,0.0,0.0,120000,1.0,0.0,0.0,0.0,0.0,0.001,5330,5259,1087.0,0.0,,1.0,0.703155,0.0444,6228,2708,2.0,,0.0
1639,571625,1,33,1.0,0,6502,830,1172,292,5331,538,171.0,1210,56,1383,38,1793,346,0,0,21.0,Unreferred,external,no_fee,25.0,1.0,0.0,0.0,1.0,32000,1.0,0.0,0.0,0.0,0.0,0.0,1084,1084,1258.0,0.0,,1.0,0.133906,0.0,,,0.0,,0.0
1640,571626,1,58,0.0,0,3132,100,594.0,40,2537,60,1047,1715,84,2156,50,417.0,14,7,7,23.0,Search,external,no_fee,18.0,1.0,0.0,0.0,1.0,38800,0.0,0.0,0.0,0.0,0.0,0.0,762.0,762.0,1376.0,0.0,,1.0,0.0,0.0,2604,,0.0,440.0,2.0
